Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,Type of target,Sector,Target Start Year,Baseline year,Baseline emissions (metric tonnes CO2e),Percentage reduction target,Target date,Estimated business as usual absolute emissions in target year (metric tonnes CO2e),Base year emissions per intensity unit (metric tonnes CO2e per denominator),​Intensity unit (emissions per),Percentage of target achieved so far,Comment,Population,Population Year,City Location,Last update,Water 2014 - Number of drivers
2018,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Transportation,2018,2004,815522,30,2020,,,,49,The percentage of target achieved so far is calculated on 2014 data,2265886,2015,"(48.8566, 2.35222)",2019-06-06T13:19:47.747,44
2018,50394,Prefeitura Municipal de João Pessoa,João Pessoa,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,723515,2010,"(-7.16882, -34.8639)",2019-06-06T13:19:47.747,
2018,54672,Prefeitura Municipal de Araraquara,Araraquara,Brazil,Latin America,CDP Cities,public,Absolute target,,,,,,,,,,,,230.77,2017,"(-21.7946, -48.1766)",2019-06-06T13:19:47.747,213
2018,50375,Ayuntamiento de Chihuahua,Chihuahua,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,819543,2010,"(28.6368, -106.076)",2019-06-06T13:19:47.747,90
2018,35865,Municipality of Fortaleza,Fortaleza,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2015,2014,5139.514,20,2030,,,,4,Ainda nao foi possível verifica precisamente o impacto das ações propostas em relação as metas estabelecidas.,2627.482,2017,"(-10.7183, -48.3936)",2019-06-06T13:19:47.747,192
2018,58543,Byron Shire Council,Byron Shire,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,31566,2016,"(-28.6534, 153.533)",2019-06-06T13:19:47.747,
2018,59124,"City of Natchez, MS",Natchez,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,15500,2017,"(31.5604, -91.4032)",2019-06-06T13:19:47.747,46
2018,60273,Prefeitura de Extrema,Extrema,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,34344,2017,"(-22.8403, -46.328)",2019-06-06T13:19:47.747,213
2018,54666,Prefeitura Municipal da Estância Turística de Olímpia,Olímpia,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,51092,2014,"(-20.7371, -48.9111)",2019-06-06T13:19:47.747,213
2018,59552,"City of Davis, CA","Davis, CA",United States of America,North America,CDP Cities,public,Absolute target,,,2010,,100,2050,,,,,,68111,2016,"(38.5449, -121.741)",2019-06-06T13:19:47.747,71
2018,54656,Prefeitura de Vinhedo,Vinhedo,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,71217,2014,"(-23.0307, -46.9838)",2019-06-06T13:19:47.747,213
2018,16581,City of Seattle,Seattle,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2011,2008,3708000,100,2050,,,,6,,725000,2017,"(47.6062, -122.332)",2019-06-06T13:19:47.747,
2018,36262,Comune di Genova,Genova,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,,,2005,,23,2020,,,,,,580548,2017,"(44.348, 9.31841)",2019-06-06T13:19:47.747,
2018,74414,Boulder County,Boulder County,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,,2005,5021236,45,2030,,,,,,322226,2016,"(40.15, -105.5)",2019-06-06T13:19:47.747,46
2018,74560,"City of Moab, UT",Moab,United States of America,North America,CDP Cities,public,Absolute target,,2009,2016,228944,80,2040,,,,2,50% by 2032,5253,2017,"(38.57, -109.54)",2019-06-06T13:19:47.747,59
2018,50383,Prefeitura de Sorocaba,Sorocaba,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,2016,2012,1061141,20,2030,,,,,Está em elaboração o inventário de GEE para monitoramento do cumprimento da meta,652481,2016,"(-23.4775, -47.4221)",2019-06-06T13:19:47.747,213
2018,57347,Pingtung County Government,Pingtung County,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2014,2013,4632700,30,2030,,,,,,829939,2017,"(22.6558, 120.47)",2019-06-06T13:19:47.747,
2018,31117,City of Toronto,Toronto,Canada,North America,"CDP Cities, C40",public,Absolute target,,,,,,,,,,,,2731571,2016,"(43.6532, -79.3832)",2019-06-06T13:19:47.747,42
2018,54104,City of Boulder,Boulder,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,,2005,1846217,80,2050,,,,17,"Our progress toward this reduction target is publicly available on our city-wide dashboard, Boulder Measures: https://bouldercolorado.gov/boulder-measures",108707,2016,"(40.0274, -105.252)",2019-06-06T13:19:47.747,46
2018,58671,Helsingør Kommune / Elsinore Municipality,Helsingør,Denmark,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,2010,2008,415000,100,2050,,,,36,Carbon neutral by 2050 at the latest.,62686,2017,"(56.0308, 12.5921)",2019-06-06T13:19:47.747,
2018,50380,Municipio de Bucaramanga,Bucaramanga,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No target,,,,,,,,,,,,516.512,2005,"(7.11034, -73.1227)",2019-06-06T13:19:47.747,146
2018,35897,Municipality of Campinas,Campinas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No target,,,,,,,,,,,,1182429,2017,"(-22.744, -46.9372)",2019-06-06T13:19:47.747,213
2018,14874,"City of Portland, OR","Portland, OR",United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,1990,8989869,80,2050,,,,,Can't read the information entered in these fields.,639863,2016,"(45.52, -122.682)",2019-06-06T13:19:47.747,37
2018,831152,Municipio de San Pedro de Urabá,San Pedro de Urabá,Colombia,Latin America,CDP Cities,public,No target,,,,,,,,,,,,,0,"(-76.3414, 8.34552)",2019-06-06T13:19:47.747,
2018,8242,City of Helsinki,Helsinki,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Absolute target,Total city-wide emissions,2017,1990,3514000,80,2035,,,,,"24 % is the current reduction rate, not the percentage of the target achieved",644700,2017,"(60.1733, 24.941)",2019-06-06T13:19:47.747,
2018,74569,"King County, WA",King County,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2015,2007,20100000,25,2020,,,,,"2015, increase +1.15%  from baseline",2188649,2017,"(47.548, 121.984)",2019-06-06T13:19:47.747,23
2018,58867,City of Wisconsin Rapids,Wisconsin Rapids,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,18367,2010,"(44.3603, -89.839)",2019-06-06T13:19:47.747,46
2018,50680,Município de Cascais,Cascais,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,208122,2014,"(38.697, -9.42229)",2019-06-06T13:19:47.747,
2018,49335,Metropolitan Government of Nashville and Davidson County,Nashville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,667560,2017,"(36.1627, -86.7816)",2019-06-06T13:19:47.747,46
2018,74504,"City of Ramsey, MN",Ramsey,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,26462,2017,"(45.2611, -93.45)",2019-06-06T13:19:47.747,46
2018,74573,"Snoqualmie, WA",Snoqualmie,United States of America,North America,CDP Cities,public,,,,,,,,,,,,,13210,2017,"(47.53, -121.844)",2019-06-06T13:19:47.747,
2018,71557,Quelimane Municipal Council,Quelimane,Mozambique,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,250000,2017,"(-17.8503, 36.9218)",2019-06-06T13:19:47.747,
2018,58530,"City of Northampton, MA",Northampton,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2016,2010,,80,2050,,,,,,28549,2010,"(42.3048, -72.6144)",2019-06-06T13:19:47.747,254
2018,54402,City of Lahti,Lahti,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Intensity target,,,,,,,,,,,,119573,2017,"(60.9833, 25.65)",2019-06-06T13:19:47.747,
2018,43975,Municipalidad de Magdalena del Mar,Magdalena del Mar,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,,2015,,779.22,30,2030,,,,,,59497,2017,"(-12.0917, -77.067)",2019-06-06T13:19:47.747,
2018,3422,Greater London Authority,London,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, C40",public,Absolute target,Total city-wide emissions,2018,1990,45050000,100,2050,,,,25,,8883800,2017,"(51.5048, -0.07868)",2019-06-06T13:19:47.747,
2018,50671,Município de Fafe,Fafe,Portugal,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,,2008,38991,21,2020,,,,,,50633,2011,"(41.4508, -8.17286)",2019-06-06T13:19:47.747,63
2018,54521,BCP Council,Bournemouth,United Kingdom of Great Britain and Northern Ireland,Europe,CDP Cities,public,Intensity target,Other,2005,2005,,30,2020,,6,Metric tonnes of CO2e per capita,80,By 2016 progress has been good.,193700,2016,"(50.7192, -1.88076)",2019-06-06T13:19:47.747,
2018,74401,"City of Encinitas, CA",Encinitas,United States of America,North America,CDP Cities,public,Absolute target,Other: Natural Gas,2018,2012,62027,6,2020,,,,,,63131,2016,"(33.0454, -117.293)",2019-06-06T13:19:47.747,
2018,43920,City of Ljubljana,Ljubljana,Slovenia,Europe,CDP Cities,public,Business as usual target,,,,,,,,,,,n/a,288307,2017,"(46.0569, 14.5058)",2019-06-06T13:19:47.747,43
2018,74401,"City of Encinitas, CA",Encinitas,United States of America,North America,CDP Cities,public,Absolute target,Transportation,2018,2012,269265,8,2020,,,,,,63131,2016,"(33.0454, -117.293)",2019-06-06T13:19:47.747,
2018,54687,Prefeitura Municipal de São José dos Campos,São José dos Campos,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,703219,2017,"(-23.1848, -45.8783)",2019-06-06T13:19:47.747,
2018,58868,Regional Municipality of Durham,Durham,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2010,2050,776,80,2050,,,,0,,673070,2017,"(43.9368, -78.9288)",2019-06-06T13:19:47.747,42
2018,31166,Jakarta City Government,Jakarta,Indonesia,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,,2012,2005,34670,30,2030,113800,,,22.16,,10075310,2014,"(-6.1751, 106.865)",2019-06-06T13:19:47.747,
2018,62864,"City of Lancaster, PA","Lancaster, PA",United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,60000,2016,"(40.0379, -76.3055)",2019-06-06T13:19:47.747,
2018,55616,Los Altos Hills,Los Altos Hills,United States of America,North America,CDP Cities,public,,,,,,,,,,,,,8580,2017,"(37.3797, -122.138)",2019-06-06T13:19:47.747,
2018,16581,City of Seattle,Seattle,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2011,2008,3708000,58,2030,,,,11,,725000,2017,"(47.6062, -122.332)",2019-06-06T13:19:47.747,
2018,31156,Municipality of Curitiba,Curitiba,Brazil,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,1751907,2010,"(-25.4311, -49.2647)",2019-06-06T13:19:47.747,213
2018,59167,Municipalidad de Providencia,Providencia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,126487,2012,"(-33.4313, -70.6092)",2019-06-06T13:19:47.747,
2018,36492,Comune di Parma,Parma,Italy,Europe,CDP Cities,public,,,,,,,,,,,,,,0,"(44.8015, 10.3279)",2019-06-06T13:19:47.747,50
2018,54388,Iskandar Regional Development Authority,Iskandar,Malaysia,Southeast Asia and Oceania,CDP Cities,public,Intensity target,Other,2015,2010,,58,2015,,10.5,Metric tonnes of CO2e per unit GDP,10.7,,1900000,2017,"(5.71447, 100.992)",2019-06-06T13:19:47.747,
2018,60216,City of Växjö,Växjö,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Intensity target,Total city-wide emissions,1993,1993,,100,2030,,4.583,Metric tonnes of CO2e per capita,57,The target only refers to CO2. Latest data is for 2016.,91060,2017,"(56.8777, 14.8091)",2019-06-06T13:19:47.747,
2018,54070,City of Eugene,Eugene,United States of America,North America,CDP Cities,public,Absolute target,,2016,2010,1835139,7.6,2100,,,,14,,165885,2016,"(44.0519, -123.087)",2019-06-06T13:19:47.747,37
2018,35904,Kolkata Metropolitan Area,Kolkata,India,South and West Asia,"CDP Cities, C40",public,No target,,,,,,,,,,,,14030000,2011,"(22.5726, 88.3639)",2019-06-06T13:19:47.747,
2018,50560,City of Oakland,Oakland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other,2010,2005,235000,36,2020,,,,100,Port of Oakland,420000,2016,"(37.8044, -122.271)",2019-06-06T13:19:47.747,
2018,54631,Prefeitura de Cajamar,Cajamar,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,73921,2016,"(-23.3646, -46.8725)",2019-06-06T13:19:47.747,
2018,35872,Municipality of Recife,Recife,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Total city-wide emissions,2016,2012,3120425,10.92,2017,3701456,,,,,1633697,2017,"(-8.05783, -34.8829)",2019-06-06T13:19:47.747,
2018,35913,City of Nairobi,Nairobi,Kenya,Africa,"CDP Cities, C40",public,No target,,,,,,,,,,,,4500000,2017,"(-1.29206, 36.8219)",2019-06-06T13:19:47.747,
2018,43920,City of Ljubljana,Ljubljana,Slovenia,Europe,CDP Cities,public,Intensity target,,2012,2020,,30,2020,,,,42,n/a,288307,2017,"(46.0569, 14.5058)",2019-06-06T13:19:47.747,43
2018,50381,Municipio de Torreón,Torreón,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,639629,2010,"(25.5428, -103.407)",2019-06-06T13:19:47.747,
2018,74680,City of Iasi,Iasi,Romania,Europe,CDP Cities,public,Absolute target,,2012,2012,86771,30,2030,,,,0,,363143,2017,"(47.1, 27.35)",2019-06-06T13:19:47.747,43
2018,54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,2007,2141277,20,2020,,,,,We already reach this target in 2015,443243,2017,"(37.799, -1.00495)",2019-06-06T13:19:47.747,
2018,3417,New York City,New York City,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2014,2005,61060000,40,2030,,,,38,,8537673,2016,"(40.7128, -74.0059)",2019-06-06T13:19:47.747,
2018,831962,Município de Montalegre,Montalegre,Portugal,Europe,CDP Cities,public,No target,,,,,,,,,,,,9280,2017,"(41.8266, -7.7879)",2019-06-06T13:19:47.747,
2018,73247,Prefeitura de Bayeux,Bayeux,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,98716,2016,"(-7.12505, -34.9268)",2019-06-06T13:19:47.747,
2018,54277,New Plymouth District Council,New Plymouth District,New Zealand,Southeast Asia and Oceania,CDP Cities,public,No target,,,,,,,,,,,,82130,2017,"(-39.1011, 174.354)",2019-06-06T13:19:47.747,
2018,55325,Município de Águeda,Águeda,Portugal,Europe,CDP Cities,public,No target,,,,,,,,,,,,47729,2011,"(40.5753, -8.44582)",2019-06-06T13:19:47.747,
2018,43912,City of Edmonton,Edmonton,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2018,2005,18263000,35,2035,,,,0,,950000,2017,"(53.5444, -113.491)",2019-06-06T13:19:47.747,21
2018,20113,City of Vancouver,Vancouver,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,2011,2007,2765000,33,2020,,,,7,See the Greenest City Action Plan for details.,631486,2016,"(49.2612, -123.114)",2019-06-06T13:19:47.747,
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other,2014,2005,2950000,8,2020,,,,,Industries,3731096,2017,"(35.4437, 139.638)",2019-06-06T13:19:47.747,
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other,2014,2005,410000,,2020,,,,,5 Gases other than CO2,3731096,2017,"(35.4437, 139.638)",2019-06-06T13:19:47.747,
2018,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Stationary energy (buildings),2018,2004,4928113,100,2050,,,,12,The percentage of target achieved so far is calculated on 2014 data,2265886,2015,"(48.8566, 2.35222)",2019-06-06T13:19:47.747,44
2018,54124,City of Fremont,Fremont,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2008,2005,1660000,25,2020,,,,12.8,"The baseline emissions level is 1,660,000 and latest  GHG inventory from 2015 was 1,447,555. This decrease of 212,445 metric tonnes CO2e is a 12.8% of the emissions target.",234962,2017,"(37.5483, -121.989)",2019-06-06T13:19:47.747,
2018,43907,City of Indianapolis,Indianapolis,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2018,2010,52651586,100,2050,,,,65,,863000,2017,"(39.7676, -86.1785)",2019-06-06T13:19:47.747,46
2018,50555,City of Hamilton,Hamilton,Canada,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2006,2006,23087326,80,2050,,,,,New targets set in 2013 by Council.,550700,2015,"(43.25, -79.8661)",2019-06-06T13:19:47.747,42
2018,60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,,2017,2015,318191.27,,2022,,,,,,54.206,2015,"(-12.0977, -77.0273)",2019-06-06T13:19:47.747,
2018,59987,Hutt City Council,Hutt City,New Zealand,Southeast Asia and Oceania,CDP Cities,public,No target,,,,,,,,,,,,104700,2017,"(-41.2092, 174.908)",2019-06-06T13:19:47.747,
2018,54652,Prefeitura de Osasco,Osasco,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,676.149,2017,"(46.7919, 23.5328)",2019-06-06T13:19:47.747,43
2018,59540,"City of Elgin, IL",Elgin,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,110000,2010,"(42.0604, -88.263)",2019-06-06T13:19:47.747,46
2018,50544,"City of Aurora, IL",Aurora,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,203195,2017,"(88.3201, 41.7606)",2019-06-06T13:19:47.747,
2018,36045,Santiago de Guayaquil,Santiago de Guayaquil,Ecuador,Latin America,CDP Cities,public,No target,,,,,,,,,,,,2440553,2010,"(-2.17099, -79.9223)",2019-06-06T13:19:47.747,
2018,35902,City of Nagoya,Nagoya,Japan,East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2018,2013,15990000,27,2030,,,,29,,2303070,2017,"(35.1815, 136.906)",2019-06-06T13:19:47.747,
2018,54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,CDP Cities,public,No target,,,,,,,,,,,,,0,"(-32.0951, 18.627)",2019-06-06T13:19:47.747,
2018,54683,Prefeitura Municipal de Franco da Rocha,Franco da Rocha,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,131.604,2010,"(-23.3094, -46.732)",2019-06-06T13:19:47.747,
2018,31179,Gemeente Rotterdam,Rotterdam,Netherlands,Europe,"CDP Cities, C40",public,Absolute target,Total city-wide emissions,,1990,23700000,25,2020,,,,0,Same as national target,638.466,2017,"(51.9164, 4.45093)",2019-06-06T13:19:47.747,
2018,35272,City of New Haven (CT),New Haven ,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2018,1999,1625057,55,2030,,,,30,,131014,2017,"(41.3093, -72.9276)",2019-06-06T13:19:47.747,
2018,31154,Bogotá Distrito Capital,Bogotá,Colombia,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Total city-wide emissions,2016,2008,16279278.64,5,2020,800000,,,98,,8081000,2017,"(4.711, -74.0721)",2019-06-06T13:19:47.747,149
2018,35449,Stadt Zürich,Zürich,Switzerland,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,,2005,,55,2035,,,,,,423310,2017,"(47.3686, 8.53918)",2019-06-06T13:19:47.747,38
2018,35993,Singapore Government,Singapore,Singapore,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Intensity target,Other: Nation-wide,2030,2005,,36,2030,,0.176,Metric tonnes of CO2e per unit GDP,,,5610000,2017,"(1.35208, 103.82)",2019-06-06T13:19:47.747,
2018,31111,Tokyo Metropolitan Government,Tokyo,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,2016,2000,62200000,30,2030,,,,,,13857664,2017,"(35.41, 139.41)",2019-06-06T13:19:47.747,
2018,60267,Prefeitura de Guarujá,Guarujá,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,290752,2010,"(-23.9946, -46.2569)",2019-06-06T13:19:47.747,
2018,54513,Municipality of Uppsala,Uppsala,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,,,,0,0,,,,,0,,,0,"(59.8536, 17.635)",2019-06-06T13:19:47.747,
2018,31155,City of Buenos Aires,Buenos Aires,Argentina,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Total city-wide emissions,2015,2008,12742478,30,2030,17341751,,,10,"No es claro la información pedida en el campo ""Porcentaje del objetivo alcanzado"". Se calculo a través de las emisiones alcanzadas en el año 2015 con respecto a las proyectadas para ese año en el escenario tendencial (BAU)",2890151,2010,"(-34.6037, -58.3816)",2019-06-06T13:19:47.747,
2018,31181,City of Philadelphia,Philadelphia,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2016,2006,21067224,80,2050,,,,11,,1559938,2016,"(39.9523, -75.1638)",2019-06-06T13:19:47.747,
2018,58797,Hørsholm Kommune,Hørsholm,Denmark,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,2011,2010,165372,40,2050,,,,25,25 % reduction achieved in year 2013.,24856,2015,"(55.8835, 12.5049)",2019-06-06T13:19:47.747,
2018,35858,City of Cape Town,Cape Town,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Business as usual target,Other: Cleaner electricity supply,2015,2012,20917934,15.9,2040,41769979,,,,Energy onlyPercentage achieved same as above 2030,4174510,2017,"(-33.9253, 18.4239)",2019-06-06T13:19:47.747,
2018,59158,Moroni City,Moroni,Comoros,Africa,CDP Cities,public,,,,,,,,,,,,,40050,2003,"(-11.7172, 43.2473)",2019-06-06T13:19:47.747,
2018,54623,Prefeitura de Betim,Betim,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,378089,2010,"(-19.9673, -44.2012)",2019-06-06T13:19:47.747,204
2018,50565,City of Toledo,Toledo,United States of America,North America,CDP Cities,public,Intensity target,,,,,,,,,,,,287208,2010,"(41.6639, -83.5552)",2019-06-06T13:19:47.747,42
2018,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,CDP Cities,public,Business as usual target,,,2006,966600,30,2030,1196000,,,,,27432,2017,"(-31.9526, 115.861)",2019-06-06T13:19:47.747,
2018,50559,"City of St Catharines, ON",St Catharines,Canada,North America,CDP Cities,public,Intensity target,Total city-wide emissions,2017,1990,,15,2020,,17.7,Metric tonnes of CO2e per capita,100,Target Achieved,131400,2014,"(43.1594, -79.2469)",2019-06-06T13:19:47.747,42
2018,35858,City of Cape Town,Cape Town,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Business as usual target,Stationary energy (buildings),2015,2012,20917934,7.7,2030,32811632,,,11.84,Energy only (including aviation and Marine)The percentage target achieved is calculated: 2016 emissions (energy only)/ 2016  BAU -1,4174510,2017,"(-33.9253, 18.4239)",2019-06-06T13:19:47.747,
2018,36263,Comune di Ravenna,Ravenna,Italy,Europe,CDP Cities,public,Absolute target,,,2007,,23.9,2020,,,,,This target is related to CO2 emission and was set in the Covenant of Mayors. The target is applied to the whole CO2 emissions including together Local Government Operations and Community.,,0,"(41.913, 12.518)",2019-06-06T13:19:47.747,
2018,31146,Addis Ababa City Administration,Addis Ababa,Ethiopia,Africa,"CDP Cities, C40",public,,,,,,,,,,,,,3103374,2013,"(9.02887, 38.7544)",2019-06-06T13:19:47.747,145
2018,73530,"Town of Lexington, MA","Lexington, MA",United States of America,North America,CDP Cities,public,Absolute target,Stationary energy (buildings),2020,2012,,100,2035,,,,,"This target is for all residential, commercial and municipal buildings.",31394,2010,"(42.4443, -71.2269)",2019-06-06T13:19:47.747,
2018,35872,Municipality of Recife,Recife,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Total city-wide emissions,2016,2012,3120425,24.6,2030,5776965,,,,,1633697,2017,"(-8.05783, -34.8829)",2019-06-06T13:19:47.747,
2018,73293,"City of LaGrange, MO",LaGrange,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,931,2010,"(40.0428, -91.4976)",2019-06-06T13:19:47.747,46
2018,50566,City of Anchorage,Anchorage,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,297483,2017,"(61.2181, -149.9)",2019-06-06T13:19:47.747,
2018,44073,Municipalité de Rabat,Rabat,Morocco,Africa,CDP Cities,public,,,,,,,,,,,,,,0,"(33.9716, -6.8498)",2019-06-06T13:19:47.747,
2018,35879,City of Minneapolis,Minneapolis,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2013,2006,5173279,15,2015,,,,100,"Minneapolis greenhouse gas (GHG) emissions from citywide activities decreased 17.8% in 2015 compared to the 2006 baseline, exceeding the reduction goal of 15% by 2015.",419952,2016,"(44.9833, -93.2667)",2019-06-06T13:19:47.747,46
2018,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Stationary energy (buildings),2018,2004,4928113,50,2030,,,,24,The percentage of target achieved so far is calculated on 2014 data,2265886,2015,"(48.8566, 2.35222)",2019-06-06T13:19:47.747,44
2018,31009,City of Copenhagen,Copenhagen,Denmark,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,,,,,,,,,,,,602481,2017,"(55.6761, 12.5683)",2019-06-06T13:19:47.747,
2018,20113,City of Vancouver,Vancouver,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Stationary energy (buildings),2011,2007,1585000,20,2020,,,,5,See the Greenest City Action Plan for details.,631486,2016,"(49.2612, -123.114)",2019-06-06T13:19:47.747,
